term,z,n_high,n_low
uncertain,-0.20104447082722887,4,7
has mild,-0.20104447082722887,4,7
exclude,-0.20104447082722887,4,7
to work,-0.20104447082722887,4,7
self-employed,-0.20104447082722887,4,7
benefits are,-0.20104447082722887,4,7
it's likely,-0.20104447082722887,4,7
to read,-0.20104447082722887,4,7
to know,-0.20104447082722887,4,7
your car's,-0.20104447082722887,4,7
removed,-0.20104447082722887,4,7
mask,-0.20104447082722887,4,7
not dangerous,-0.20104447082722887,4,7
reduction is,-0.20104447082722887,4,7
explanation,-0.20104447082722887,4,7
final,-0.20104447082722887,4,7
fails,-0.20104447082722887,4,7
date and,-0.20104447082722887,4,7
dose and,-0.20104447082722887,4,7
and exercise,-0.20104447082722887,4,7
and heat,-0.20104447082722887,4,7
the local,-0.20104447082722887,4,7
some cases,-0.20104447082722887,4,7
every years,-0.20104447082722887,4,7
trace,-0.20104447082722887,4,7
test or,-0.20104447082722887,4,7
wary of,-0.20104447082722887,4,7
genetic,-0.20104447082722887,4,7
number on,-0.20104447082722887,4,7
respond,-0.20104447082722887,4,7
that coffee,-0.20104447082722887,4,7
requiring,-0.20104447082722887,4,7
exaggeration,-0.20104447082722887,4,7
improve sleep,-0.20104447082722887,4,7
in one,-0.20104447082722887,4,7
can only,-0.20104447082722887,4,7
large studies,-0.20104447082722887,4,7
from an,-0.20104447082722887,4,7
discuss the,-0.20104447082722887,4,7
the source,-0.20104447082722887,4,7
and after,-0.20104447082722887,4,7
the terms,-0.20104447082722887,4,7
labelled microwave-safe,-0.20104447082722887,4,7
water damage,-0.20104447082722887,4,7
it should,-0.20104447082722887,4,7
task,-0.20104447082722887,4,7
closed,-0.20104447082722887,4,7
but other,-0.20104447082722887,4,7
deduct the,-0.20104447082722887,4,7
the vehicle,-0.20104447082722887,4,7
is hard,-0.20104447082722887,4,7
as well,-0.20104447082722887,4,7
are only,-0.20104447082722887,4,7
burns,-0.20432210081303506,24,37
over time,-0.21144108306299794,28,43
every,-0.2140403145533067,72,107
labelled,-0.22573022603806747,36,55
unless you,-0.22730692233784772,13,21
processing,-0.22730692233784772,13,21
waste,-0.22730692233784772,13,21
kidney,-0.22730692233784772,13,21
avoiding,-0.22782642949629126,17,27
and water,-0.22782642949629126,17,27
deficiency,-0.22782642949629126,17,27
folk,-0.2288710884047808,11,18
dust,-0.2288710884047808,11,18
anecdotal,-0.2288710884047808,11,18
away from,-0.2288710884047808,11,18
not just,-0.2291626693660345,19,30
means,-0.230939264668202,21,33
advice,-0.2313495260881827,62,93
flush,-0.2326193424684975,9,15
designed to,-0.2326193424684975,9,15
other factors,-0.2326193424684975,9,15
ice,-0.2326193424684975,9,15
thumb,-0.2326193424684975,9,15
the mile,-0.2326193424684975,9,15
of thumb,-0.2326193424684975,9,15
technique,-0.2326193424684975,9,15
access,-0.2326193424684975,9,15
soda is,-0.240123672995177,7,12
debated,-0.240123672995177,7,12
more important,-0.240123672995177,7,12
are designed,-0.240123672995177,7,12
not support,-0.240123672995177,7,12
pet,-0.240123672995177,7,12
specs,-0.240123672995177,7,12
resin,-0.240123672995177,7,12
microwaves,-0.240123672995177,7,12
sleep and,-0.240123672995177,7,12
mold,-0.24048422180593257,29,45
interest,-0.24320456675074711,31,48
fuel,-0.24599469718384384,33,51
long-term,-0.24883567303475015,35,54
through,-0.24979347402968474,50,76
unless,-0.2517128592655744,37,57
and less,-0.25489224668374916,5,9
starter,-0.25489224668374916,5,9
country and,-0.25489224668374916,5,9
the common,-0.25489224668374916,5,9
concern is,-0.25489224668374916,5,9
supervision,-0.25489224668374916,5,9
soothing,-0.25489224668374916,5,9
by many,-0.25489224668374916,5,9
promise,-0.25489224668374916,5,9
rare and,-0.25489224668374916,5,9
wording,-0.25489224668374916,5,9
can slightly,-0.25489224668374916,5,9
only one,-0.25489224668374916,5,9
and no,-0.25489224668374916,5,9
room temperature,-0.25489224668374916,5,9
mental,-0.25489224668374916,5,9
are labelled,-0.25489224668374916,5,9
sleep quality,-0.25489224668374916,5,9
the date,-0.25489224668374916,5,9
replace the,-0.25489224668374916,5,9
home remedy,-0.25489224668374916,5,9
near the,-0.25489224668374916,5,9
driving is,-0.25489224668374916,5,9
the five,-0.25489224668374916,5,9
statistic,-0.25489224668374916,5,9
registration,-0.25489224668374916,5,9
seals,-0.25489224668374916,5,9
not every,-0.25489224668374916,5,9
aging,-0.25489224668374916,5,9
airlines,-0.25489224668374916,5,9
the other,-0.25489224668374916,5,9
alerts,-0.25489224668374916,5,9
dirt,-0.25489224668374916,5,9
flexibility,-0.25489224668374916,5,9
in very,-0.25489224668374916,5,9
approved,-0.25489224668374916,5,9
is needed,-0.2623042659022344,18,29
room,-0.2637830974835262,24,38
deposit,-0.26861357525374535,12,20
solution,-0.26861357525374535,12,20
tool,-0.26861357525374535,12,20
the engine,-0.26861357525374535,12,20
container,-0.26861357525374535,12,20
the correct,-0.26861357525374535,12,20
made,-0.274545143050425,10,17
gives,-0.274545143050425,10,17
mode,-0.274545143050425,10,17
uneven,-0.274545143050425,10,17
and does,-0.274545143050425,10,17
gains,-0.28433130123450573,8,14
meals,-0.28433130123450573,8,14
cuts,-0.28433130123450573,8,14
mixed and,-0.28433130123450573,8,14
has not,-0.28433130123450573,8,14
joint,-0.28433130123450573,8,14
ratio,-0.28433130123450573,8,14
based,-0.2888177941498573,116,173
full,-0.29152251255542777,50,77
but many,-0.2932300568506832,25,40
is an,-0.29367129468387376,27,43
treat,-0.2937129444780699,21,34
level,-0.2937129444780699,21,34
timing,-0.2967442628152659,33,52
is real,-0.29700545352848134,17,28
liver,-0.29700545352848134,17,28
content,-0.3003279346703032,15,25
dynamic,-0.3003279346703032,15,25
because the,-0.3003279346703032,15,25
back pain,-0.3009004957483753,6,11
updates,-0.3009004957483753,6,11
not from,-0.3009004957483753,6,11
charged,-0.3009004957483753,6,11
local law,-0.3009004957483753,6,11
type of,-0.3009004957483753,6,11
dirty,-0.3009004957483753,6,11
post,-0.3009004957483753,6,11
police,-0.3009004957483753,6,11
stays,-0.3009004957483753,6,11
water or,-0.3009004957483753,6,11
residues,-0.3009004957483753,6,11
elimination,-0.3009004957483753,6,11
durable,-0.3009004957483753,6,11
intensity,-0.3009004957483753,6,11
seconds,-0.3009004957483753,6,11
professionals,-0.3009004957483753,6,11
birds,-0.3009004957483753,6,11
may also,-0.3009004957483753,6,11
every miles,-0.3009004957483753,6,11
though it,-0.3009004957483753,6,11
dish soap,-0.3009004957483753,6,11
in cold,-0.3009004957483753,6,11
mixing,-0.3009004957483753,6,11
emotional,-0.3009004957483753,6,11
not as,-0.3053547381649314,13,22
advice is,-0.3053547381649314,13,22
solid,-0.3053547381649314,13,22
i'm,-0.3053547381649314,13,22
test is,-0.312850869781643,11,19
small and,-0.312850869781643,11,19
rice,-0.312850869781643,11,19
abrasive,-0.312850869781643,11,19
is only,-0.312850869781643,11,19
based on,-0.31385786497271295,114,171
weeks,-0.323103822721063,36,57
any,-0.32343599961043007,131,196
can give,-0.32411702227627764,9,16
drying,-0.32411702227627764,9,16
leach,-0.32411702227627764,9,16
stretching before,-0.32411702227627764,9,16
electric,-0.32411702227627764,9,16
rain,-0.32411702227627764,9,16
rule of,-0.32411702227627764,9,16
charging,-0.32809879786609947,44,69
brand,-0.32900243976192045,18,30
management,-0.32900243976192045,18,30
using,-0.32929295673237224,80,122
show modest,-0.33126536927884953,4,8
preserves,-0.33126536927884953,4,8
assuming,-0.33126536927884953,4,8
used correctly,-0.33126536927884953,4,8
start with,-0.33126536927884953,4,8
light from,-0.33126536927884953,4,8
to water,-0.33126536927884953,4,8
loss and,-0.33126536927884953,4,8
that you,-0.33126536927884953,4,8
warmer,-0.33126536927884953,4,8
remaining,-0.33126536927884953,4,8
it at,-0.33126536927884953,4,8
reliable indicator,-0.33126536927884953,4,8
sealing,-0.33126536927884953,4,8
with an,-0.33126536927884953,4,8
comfortable,-0.33126536927884953,4,8
recall,-0.33126536927884953,4,8
assessment,-0.33126536927884953,4,8
damage and,-0.33126536927884953,4,8
scams,-0.33126536927884953,4,8
wary,-0.33126536927884953,4,8
adult,-0.33126536927884953,4,8
five stages,-0.33126536927884953,4,8
according to,-0.33126536927884953,4,8
small amount,-0.33126536927884953,4,8
slightly more,-0.33126536927884953,4,8
disease or,-0.33126536927884953,4,8
gut,-0.33126536927884953,4,8
water with,-0.33126536927884953,4,8
go to,-0.33126536927884953,4,8
season and,-0.33126536927884953,4,8
water may,-0.33126536927884953,4,8
according,-0.33126536927884953,4,8
company's,-0.33126536927884953,4,8
issues but,-0.33126536927884953,4,8
is useful,-0.33126536927884953,4,8
studies suggest,-0.3334303979920573,16,27
brands,-0.33960985398061283,14,24
milk,-0.33960985398061283,14,24
storage,-0.33960985398061283,14,24
follow your,-0.33960985398061283,14,24
media,-0.34157481378953597,7,13
more about,-0.34157481378953597,7,13
landlords,-0.34157481378953597,7,13
fabric,-0.34157481378953597,7,13
data and,-0.34157481378953597,7,13
the oil,-0.34157481378953597,7,13
during the,-0.34157481378953597,7,13
knee,-0.34157481378953597,7,13
hardness,-0.34157481378953597,7,13
drops,-0.34157481378953597,7,13
liquid,-0.34157481378953597,7,13
and are,-0.34157481378953597,7,13
warm-ups,-0.34157481378953597,7,13
not usually,-0.34157481378953597,7,13
for normal,-0.34157481378953597,7,13
dynamic warm-ups,-0.34157481378953597,7,13
fixed,-0.3471263356481824,31,50
disease,-0.34731842853514644,37,59
oil,-0.34750261402826543,178,265
occasional,-0.34824736900926856,12,21
run,-0.34824736900926856,12,21
context,-0.34824736900926856,12,21
and many,-0.34824736900926856,12,21
affect,-0.3516231569701821,47,74
location,-0.3523992498507303,23,38
which can,-0.3523992498507303,23,38
water and,-0.3523992498507303,23,38
lower,-0.35405511996206407,72,111
strict,-0.35537369650720557,21,35
properties,-0.3593703619269717,19,32
morning,-0.3604905967595686,10,18
are the,-0.3604905967595686,10,18
moisture and,-0.3604905967595686,10,18
poor,-0.3646913570384458,17,29
water in,-0.37037001474365877,5,10
not well,-0.37037001474365877,5,10
exact percentage,-0.37037001474365877,5,10
celiac disease,-0.37037001474365877,5,10
the irs,-0.37037001474365877,5,10
largely,-0.37037001474365877,5,10
total daily,-0.37037001474365877,5,10
it varies,-0.37037001474365877,5,10
in people,-0.37037001474365877,5,10
use of,-0.37037001474365877,5,10
volatile,-0.37037001474365877,5,10
or no,-0.37037001474365877,5,10
extend,-0.37037001474365877,5,10
tissue,-0.37037001474365877,5,10
reactions,-0.37037001474365877,5,10
cheap,-0.37037001474365877,5,10
the product,-0.37037001474365877,5,10
the timing,-0.37037001474365877,5,10
range is,-0.37037001474365877,5,10
tech,-0.37037001474365877,5,10
gradually,-0.37037001474365877,5,10
for written,-0.37037001474365877,5,10
over years,-0.37037001474365877,5,10
in some,-0.37096313097695444,40,64
discuss,-0.37333352207860865,30,49
infections,-0.37834844181315896,8,15
powder,-0.37834844181315896,8,15
sounds,-0.37834844181315896,8,15
exceed,-0.37834844181315896,8,15
ceramic,-0.37834844181315896,8,15
machine,-0.37834844181315896,8,15
attention,-0.37834844181315896,8,15
repeated,-0.37834844181315896,8,15
porous,-0.37834844181315896,8,15
metabolic,-0.37834844181315896,8,15
check if,-0.37834844181315896,8,15
mesh,-0.37834844181315896,8,15
tank,-0.37834844181315896,8,15
book,-0.37834844181315896,8,15
deduction,-0.37834844181315896,8,15
but may,-0.37834844181315896,8,15
apple,-0.37834844181315896,8,15
is little,-0.37834844181315896,8,15
celiac,-0.37834844181315896,8,15
equivalent,-0.37834844181315896,8,15
social,-0.38125038118020826,13,23
away,-0.38830397605273215,20,34
the most,-0.3941419332638998,11,20
filters,-0.3941419332638998,11,20
are generally,-0.3941419332638998,11,20
sunscreen,-0.3943521403654887,18,31
give,-0.39438723026006234,37,60
systems,-0.3965008660197154,33,54
concern,-0.40213766786799715,16,28
blood ph,-0.40572448479879575,6,12
charges,-0.40572448479879575,6,12
detergents,-0.40572448479879575,6,12
bring,-0.40572448479879575,6,12
cracks,-0.40572448479879575,6,12
antioxidants,-0.40572448479879575,6,12
external,-0.40572448479879575,6,12
grain-free diets,-0.40572448479879575,6,12
signals,-0.40572448479879575,6,12
virus,-0.40572448479879575,6,12
internet,-0.40572448479879575,6,12
meat,-0.40572448479879575,6,12
matching,-0.40572448479879575,6,12
production,-0.40572448479879575,6,12
the time,-0.40572448479879575,6,12
fridge,-0.40572448479879575,6,12
severe,-0.4106478282994659,23,39
must,-0.4106478282994659,23,39
link between,-0.4121233663334066,9,17
poison,-0.4121233663334066,9,17
home office,-0.4121233663334066,9,17
must be,-0.4122461674511442,14,25
matter more,-0.4122461674511442,14,25
the battery,-0.4200986118370032,34,56
easily,-0.42403611346685643,3,7
follow-up,-0.42403611346685643,3,7
overstates,-0.42403611346685643,3,7
mentioned,-0.42403611346685643,3,7
symbols,-0.42403611346685643,3,7
work in,-0.42403611346685643,3,7
uses less,-0.42403611346685643,3,7
initial,-0.42403611346685643,3,7
effects but,-0.42403611346685643,3,7
or specific,-0.42403611346685643,3,7
suppress,-0.42403611346685643,3,7
treatment the,-0.42403611346685643,3,7
agents,-0.42403611346685643,3,7
variable,-0.42403611346685643,3,7
appliance,-0.42403611346685643,3,7
mix of,-0.42403611346685643,3,7
engineering,-0.42403611346685643,3,7
in real,-0.42403611346685643,3,7
be wary,-0.42403611346685643,3,7
testing is,-0.42403611346685643,3,7
say the,-0.42403611346685643,3,7
whether it's,-0.42403611346685643,3,7
photography,-0.42403611346685643,3,7
bone,-0.42403611346685643,3,7
inherently,-0.42403611346685643,3,7
and location,-0.42403611346685643,3,7
weight and,-0.42403611346685643,3,7
play,-0.42403611346685643,3,7
ideal conditions,-0.42403611346685643,3,7
failed,-0.42403611346685643,3,7
clinical trial,-0.42403611346685643,3,7
lowers,-0.42403611346685643,3,7
can influence,-0.42403611346685643,3,7
excluded,-0.42403611346685643,3,7
not inherently,-0.42403611346685643,3,7
far below,-0.42403611346685643,3,7
calorie intake,-0.42403611346685643,3,7
calculator,-0.42403611346685643,3,7
credible evidence,-0.42403611346685643,3,7
around to,-0.42403611346685643,3,7
level and,-0.42403611346685643,3,7
important than,-0.42403611346685643,3,7
very small,-0.42403611346685643,3,7
significantly reduce,-0.42403611346685643,3,7
universally,-0.42556411067224675,12,22
tires,-0.42556411067224675,12,22
magnesium,-0.42556411067224675,12,22
applying,-0.42556411067224675,12,22
contain,-0.4279846835689567,28,47
payment,-0.43095412960000756,17,30
travel,-0.43095412960000756,17,30
wrap,-0.436662010112796,24,41
inquiry,-0.43823734913320445,7,14
cancer risk,-0.43823734913320445,7,14
time but,-0.43823734913320445,7,14
listed,-0.43823734913320445,7,14
reset,-0.43823734913320445,7,14
relative,-0.43823734913320445,7,14
the day,-0.43823734913320445,7,14
figure,-0.4393076866734667,39,64
release,-0.44350713002075776,10,19
loan,-0.44350713002075776,10,19
right,-0.4485531214099028,31,52
eating,-0.44962174295610047,20,35
discharge,-0.4514953102125304,4,9
grains,-0.4514953102125304,4,9
authentication,-0.4514953102125304,4,9
for sleep,-0.4514953102125304,4,9
stage,-0.4514953102125304,4,9
stable,-0.4514953102125304,4,9
perceived,-0.4514953102125304,4,9
link is,-0.4514953102125304,4,9
repairs,-0.4514953102125304,4,9
and then,-0.4514953102125304,4,9
cooked,-0.4514953102125304,4,9
insurers,-0.4514953102125304,4,9
region,-0.4514953102125304,4,9
bacteria and,-0.4514953102125304,4,9
specific to,-0.4514953102125304,4,9
call the,-0.4514953102125304,4,9
and temperature,-0.4514953102125304,4,9
and there,-0.4514953102125304,4,9
less effective,-0.4514953102125304,4,9
promote,-0.4514953102125304,4,9
object,-0.4514953102125304,4,9
toxicity,-0.4514953102125304,4,9
mattress,-0.4514953102125304,4,9
the legal,-0.4514953102125304,4,9
of any,-0.4514953102125304,4,9
environment,-0.4514953102125304,4,9
office deduction,-0.4514953102125304,4,9
appears,-0.4514953102125304,4,9
recommendation is,-0.4514953102125304,4,9
supporting,-0.4514953102125304,4,9
soften,-0.4514953102125304,4,9
from screens,-0.4514953102125304,4,9
can occur,-0.4514953102125304,4,9
you see,-0.4514953102125304,4,9
action,-0.4514953102125304,4,9
cooking,-0.4521769862677053,29,49
group,-0.4551223586773572,13,24
deep,-0.4584127621433943,18,32
negative,-0.4584127621433943,18,32
schedule,-0.4584127621433943,18,32
strength,-0.4679847303583974,23,40
time,-0.46846482152382,134,206
tools,-0.4685005845366029,8,16
wool,-0.4685005845366029,8,16
because they,-0.4685005845366029,8,16
regulatory,-0.4685005845366029,8,16
months is,-0.4685005845366029,8,16
another,-0.4685005845366029,8,16
idle,-0.4685005845366029,8,16
vinegar is,-0.4685005845366029,8,16
long periods,-0.4685005845366029,8,16
stronger,-0.46934037869533723,16,29
rough,-0.4729302778872336,11,21
backup,-0.4729302778872336,11,21
door,-0.4729302778872336,11,21
best,-0.47388796192231486,71,113
minimum,-0.47552580429553903,21,37
summer,-0.4787093628499813,5,11
together,-0.4787093628499813,5,11
increase in,-0.4787093628499813,5,11
but still,-0.4787093628499813,5,11
added,-0.4787093628499813,5,11
temporarily reduce,-0.4787093628499813,5,11
to get,-0.4787093628499813,5,11
opening,-0.4787093628499813,5,11
clinical trials,-0.4787093628499813,5,11
tear,-0.4787093628499813,5,11
updated,-0.4787093628499813,5,11
cross,-0.4787093628499813,5,11
water for,-0.4787093628499813,5,11
is standard,-0.4787093628499813,5,11
manufacturer's recommendation,-0.4787093628499813,5,11
though some,-0.4787093628499813,5,11
economy,-0.4787093628499813,5,11
and compare,-0.4787093628499813,5,11
for microwave,-0.4787093628499813,5,11
pathogens,-0.4787093628499813,5,11
camera,-0.4787093628499813,5,11
starting point,-0.4787093628499813,5,11
viscosity,-0.4787093628499813,5,11
mouth,-0.4787093628499813,5,11
needed for,-0.4787093628499813,5,11
fuel economy,-0.4787093628499813,5,11
significant,-0.482047119296811,41,68
metal,-0.48467198940083583,19,34
that the,-0.48593520590870143,26,45
growth,-0.49030489855263926,35,59
though,-0.4942428594630226,52,85
finding,-0.49692537491310046,9,18
programs,-0.49692537491310046,9,18
the idea,-0.49692537491310046,9,18
you'd,-0.49692537491310046,9,18
may slightly,-0.49692537491310046,9,18
warning,-0.49692537491310046,9,18
and reduce,-0.49692537491310046,9,18
can increase,-0.49692537491310046,9,18
written,-0.5004336641956553,22,39
meaningful,-0.5007101944776673,12,23
shorter,-0.5007101944776673,12,23
using the,-0.5007101944776673,12,23
boiling,-0.5007101944776673,12,23
the liver,-0.5051224610198112,6,13
processing times,-0.5051224610198112,6,13
weight gain,-0.5051224610198112,6,13
head,-0.5051224610198112,6,13
emissions,-0.5051224610198112,6,13
window is,-0.5051224610198112,6,13
pesticide,-0.5051224610198112,6,13
among,-0.5051224610198112,6,13
network,-0.5051224610198112,6,13
immune,-0.5051224610198112,6,13
measures,-0.5051224610198112,6,13
inflation,-0.5051224610198112,6,13
dish,-0.5051224610198112,6,13
concept,-0.5051224610198112,6,13
terminal,-0.5051224610198112,6,13
show no,-0.5051224610198112,6,13
come,-0.5097001423419624,15,28
make it,-0.5097001423419624,15,28
significantly,-0.51628368097847,25,44
requires,-0.5204809626299317,32,55
reaction,-0.5238110974380271,10,20
potential,-0.5238110974380271,10,20
child,-0.5238110974380271,10,20
frequency,-0.5238110974380271,10,20
indoor,-0.5238110974380271,10,20
leaks,-0.5238110974380271,10,20
low,-0.5246825458953377,76,122
is no,-0.5254721448805386,68,110
daily,-0.5257330416910355,41,69
baking soda,-0.5258409195121208,30,52
paint,-0.5270883285670948,13,25
in most,-0.5270883285670948,13,25
plastic wrap,-0.5270883285670948,13,25
fresh,-0.5270883285670948,13,25
in writing,-0.5305961234349574,7,15
them to,-0.5305961234349574,7,15
intended,-0.5305961234349574,7,15
length,-0.5305961234349574,7,15
about the,-0.5305961234349574,7,15
safe the,-0.5305961234349574,7,15
encryption,-0.5305961234349574,7,15
fasting,-0.5305961234349574,7,15
issue,-0.5340961288715865,21,38
than the,-0.5351106502837839,16,30
by the,-0.5351106502837839,16,30
you want,-0.5374167093878034,48,80
reducing,-0.5392407352223834,26,46
leak,-0.5476308923710076,24,43
weight,-0.5484556658759734,57,94
bigger,-0.5489461223350235,3,8
specialist,-0.5489461223350235,3,8
kills,-0.5489461223350235,3,8
your country,-0.5489461223350235,3,8
safety agencies,-0.5489461223350235,3,8
guidelines from,-0.5489461223350235,3,8
benchmarks,-0.5489461223350235,3,8
principle,-0.5489461223350235,3,8
at or,-0.5489461223350235,3,8
electromagnetic,-0.5489461223350235,3,8
psychological,-0.5489461223350235,3,8
not definitive,-0.5489461223350235,3,8
applicant,-0.5489461223350235,3,8
with synthetic,-0.5489461223350235,3,8
and ask,-0.5489461223350235,3,8
moisturizer,-0.5489461223350235,3,8
that figure,-0.5489461223350235,3,8
infant,-0.5489461223350235,3,8
for long-term,-0.5489461223350235,3,8
reliable than,-0.5489461223350235,3,8
in that,-0.5489461223350235,3,8
sensors,-0.5489461223350235,3,8
find that,-0.5489461223350235,3,8
over the,-0.5489461223350235,3,8
an association,-0.5489461223350235,3,8
linking,-0.5489461223350235,3,8
market data,-0.5489461223350235,3,8
is typically,-0.5489461223350235,3,8
translate,-0.5489461223350235,3,8
optimized,-0.5489461223350235,3,8
resting,-0.5489461223350235,3,8
indicates,-0.5489461223350235,3,8
intermittent,-0.5489461223350235,3,8
vessels,-0.5489461223350235,3,8
is associated,-0.5489461223350235,3,8
drivers,-0.5489461223350235,3,8
is higher,-0.5489461223350235,3,8
be replaced,-0.5489461223350235,3,8
show the,-0.5489461223350235,3,8
though not,-0.5489461223350235,3,8
without the,-0.5489461223350235,3,8
vendor,-0.5489461223350235,3,8
men,-0.5489461223350235,3,8
blood vessels,-0.5489461223350235,3,8
cycle,-0.5493837551939631,11,22
especially in,-0.5493837551939631,11,22
days,-0.5532593407461982,38,65
consistent,-0.5540647599700259,29,51
fluoride,-0.5551312844057896,8,17
additives,-0.5551312844057896,8,17
mileage,-0.5551312844057896,8,17
expenses,-0.5551312844057896,8,17
be safe,-0.5551312844057896,8,17
tested,-0.5574642948054146,22,40
weather,-0.5574642948054146,22,40
charge,-0.5589569404773752,47,79
and cannot,-0.5633409433291628,4,10
fall,-0.5633409433291628,4,10
specified,-0.5633409433291628,4,10
which may,-0.5633409433291628,4,10
that's more,-0.5633409433291628,4,10
where you,-0.5633409433291628,4,10
trying,-0.5633409433291628,4,10
warranties,-0.5633409433291628,4,10
claimed,-0.5633409433291628,4,10
manager,-0.5633409433291628,4,10
unsafe,-0.5633409433291628,4,10
is some,-0.5633409433291628,4,10
marginal,-0.5633409433291628,4,10
risk from,-0.5633409433291628,4,10
coat,-0.5633409433291628,4,10
in dogs,-0.5633409433291628,4,10
or local,-0.5633409433291628,4,10
diseases,-0.5633409433291628,4,10
field,-0.5633409433291628,4,10
patient,-0.5633409433291628,4,10
behavioral,-0.5633409433291628,4,10
employer,-0.5633409433291628,4,10
solar,-0.5633409433291628,4,10
empty,-0.5633409433291628,4,10
sidewall,-0.5633409433291628,4,10
that has,-0.5633409433291628,4,10
antibacterial,-0.5633409433291628,4,10
annually,-0.5633409433291628,4,10
the filter,-0.5633409433291628,4,10
source for,-0.5633409433291628,4,10
temperature,-0.566229605052943,58,96
considered,-0.5690695975419018,20,37
inspection,-0.5690695975419018,20,37
not universal,-0.5700735681741789,25,45
later,-0.5700735681741789,25,45
vitamin,-0.5732598657943346,39,67
aware of,-0.5787768902080012,9,19
used in,-0.5787768902080012,9,19
effectiveness,-0.5787768902080012,9,19
you'd need,-0.5808504452413555,5,12
closing,-0.5808504452413555,5,12
overheating,-0.5808504452413555,5,12
wake,-0.5808504452413555,5,12
remedies,-0.5808504452413555,5,12
outdoor,-0.5808504452413555,5,12
for healthy,-0.5808504452413555,5,12
labor,-0.5808504452413555,5,12
robust,-0.5808504452413555,5,12
box,-0.5808504452413555,5,12
anywhere,-0.5808504452413555,5,12
behind,-0.5808504452413555,5,12
metals,-0.5808504452413555,5,12
effect but,-0.5808504452413555,5,12
very high,-0.5808504452413555,5,12
no benefit,-0.5808504452413555,5,12
fair,-0.5808504452413555,5,12
grease,-0.5808504452413555,5,12
your owner's,-0.5828860483670578,18,34
manual,-0.5872459787131041,104,166
brain,-0.5917117742992933,21,39
remains,-0.5996995539430592,6,14
specifications,-0.5996995539430592,6,14
magic,-0.5996995539430592,6,14
tenancy,-0.5996995539430592,6,14
regulates,-0.5996995539430592,6,14
cut,-0.5996995539430592,6,14
identify,-0.5996995539430592,6,14
melatonin,-0.5996995539430592,6,14
they have,-0.5996995539430592,6,14
meeting,-0.5996995539430592,6,14
rot,-0.5996995539430592,6,14
often use,-0.5996995539430592,6,14
also consider,-0.5996995539430592,6,14
is mostly,-0.601596301041467,10,21
bacteria,-0.6019136419869207,24,44
are more,-0.6040818574404558,29,52
starting,-0.6054632858282908,19,36
ph,-0.6129576994000656,27,49
occur,-0.6190673483008512,7,16
building,-0.6190673483008512,7,16
you the,-0.6190673483008512,7,16
reason to,-0.6190673483008512,7,16
style,-0.6190673483008512,7,16
some small,-0.6190673483008512,7,16
when,-0.619624134595977,82,134
duration,-0.6218360343765051,17,33
power,-0.6231230659096187,25,46
lithium-ion,-0.6236542782342435,11,23
calcium,-0.6236542782342435,11,23
line,-0.6236542782342435,11,23
little,-0.6363805930466442,33,59
historical,-0.6385411654592131,8,18
behavior,-0.6385411654592131,8,18
corrosion,-0.6385411654592131,8,18
jobs,-0.6385411654592131,8,18
blood,-0.639640334976742,47,81
city,-0.6415702310773653,15,30
designed,-0.6415702310773653,15,30
wear,-0.641871320485812,38,67
failure,-0.6450119962115911,12,25
mile,-0.6450119962115911,12,25
up,-0.6457922050461752,54,92
soda,-0.6557047579768704,34,61
absorption,-0.657903362431204,9,20
coolant,-0.657903362431204,9,20
come from,-0.657903362431204,9,20
wet,-0.662618172478404,16,32
are very,-0.6639125030947557,3,9
not reduce,-0.6639125030947557,3,9
private,-0.6639125030947557,3,9
counts,-0.6639125030947557,3,9
hands,-0.6639125030947557,3,9
top,-0.6639125030947557,3,9
special,-0.6639125030947557,3,9
exposure and,-0.6639125030947557,3,9
tannins,-0.6639125030947557,3,9
texts,-0.6639125030947557,3,9
study and,-0.6639125030947557,3,9
pricing,-0.6639125030947557,3,9
itself is,-0.6639125030947557,3,9
safe correct,-0.6639125030947557,3,9
research the,-0.6639125030947557,3,9
lacks,-0.6639125030947557,3,9
enforcement,-0.6639125030947557,3,9
or in,-0.6639125030947557,3,9
or poor,-0.6639125030947557,3,9
exclusive,-0.6639125030947557,3,9
not in,-0.6639125030947557,3,9
partly,-0.6639125030947557,3,9
people who,-0.6639125030947557,3,9
toxic to,-0.6639125030947557,3,9
urgent,-0.6639125030947557,3,9
says,-0.6642788115507804,19,37
humidity,-0.6657253583525411,13,27
brake,-0.6657253583525411,13,27
detergent,-0.6657253583525411,13,27
stages,-0.6657253583525411,13,27
emit,-0.668055012937001,4,11
attachment,-0.668055012937001,4,11
no consistent,-0.668055012937001,4,11
stored,-0.668055012937001,4,11
hiring,-0.668055012937001,4,11
hypertension,-0.668055012937001,4,11
per year,-0.668055012937001,4,11
pipe,-0.668055012937001,4,11
embassy or,-0.668055012937001,4,11
oil more,-0.668055012937001,4,11
low light,-0.668055012937001,4,11
poison control,-0.668055012937001,4,11
suspension,-0.668055012937001,4,11
focused,-0.668055012937001,4,11
sweating,-0.668055012937001,4,11
and sleep,-0.668055012937001,4,11
steaming,-0.668055012937001,4,11
particles,-0.668055012937001,4,11
wireless,-0.668055012937001,4,11
light and,-0.668055012937001,4,11
recycling,-0.668055012937001,4,11
used for,-0.668055012937001,4,11
limited evidence,-0.668055012937001,4,11
injury risk,-0.668055012937001,4,11
foods,-0.668902924784026,22,42
product,-0.668902924784026,22,42
