term,z,n_high,n_low
support,-1.2372152926565851,5,16
how much,-1.2372152926565851,5,16
reason,-1.2561025084410058,6,18
search,-1.277349212313254,7,20
says can,-1.277349212313254,7,20
strong,-1.277349212313254,7,20
i've heard,-1.277349212313254,7,20
failure,-1.277349212313254,7,20
strain,-1.2886425969903137,13,30
found,-1.2886425969903137,13,30
rule is,-1.2886425969903137,13,30
interval,-1.3000708987417147,8,22
cost,-1.3000708987417147,8,22
program,-1.309991119852552,3,13
produce,-1.3136370666007895,4,15
valid,-1.3136370666007895,4,15
age,-1.3136370666007895,4,15
worry about,-1.317115593344694,14,32
over time,-1.3179482328645797,2,11
matters,-1.3179482328645797,2,11
on one,-1.3179482328645797,2,11
it actually,-1.3179482328645797,2,11
data so,-1.3179482328645797,2,11
that always,-1.3179482328645797,2,11
owner's,-1.3179482328645797,2,11
my manual,-1.3179482328645797,2,11
fluid,-1.3237083965237197,9,24
effective,-1.3241902760433875,5,17
unless,-1.3241902760433875,5,17
thanks for,-1.3241902760433875,5,17
guarantee,-1.3241902760433875,5,17
scam,-1.3241902760433875,5,17
it's just,-1.3390749890743998,6,19
i'll consider,-1.3469806574730536,1,9
random,-1.3469806574730536,1,9
is marketing,-1.3469806574730536,1,9
that before,-1.3469806574730536,1,9
my local,-1.3469806574730536,1,9
looked at,-1.3469806574730536,1,9
magic,-1.3469806574730536,1,9
helpful,-1.3469806574730536,1,9
from an,-1.3469806574730536,1,9
damaging,-1.3469806574730536,1,9
claim that,-1.3469806574730536,1,9
sizes,-1.3469806574730536,1,9
and monitor,-1.3469806574730536,1,9
affect,-1.3469806574730536,1,9
should trust,-1.3469806574730536,1,9
should search,-1.3469806574730536,1,9
useful,-1.3469806574730536,1,9
video is,-1.3469806574730536,1,9
it worse,-1.3469806574730536,1,9
real study,-1.3469806574730536,1,9
an old,-1.356770768506465,7,21
not worry,-1.3723873433668747,11,28
if my,-1.3822998305903687,14,33
store employee,-1.3970144872287982,12,30
recommend,-1.3971337474332364,9,25
method,-1.3998908811963295,17,38
wood,-1.4012411911916745,4,16
pattern,-1.4012411911916745,4,16
product,-1.4012411911916745,4,16
cited,-1.4012411911916745,4,16
dealer,-1.4012411911916745,4,16
that legal,-1.4012411911916745,4,16
building,-1.4018038893617202,3,14
between,-1.4018038893617202,3,14
certification,-1.4018038893617202,3,14
film,-1.4018038893617202,3,14
if i'm,-1.4079023978246894,5,18
irs,-1.414019924503944,2,12
student,-1.414019924503944,2,12
wasting,-1.414019924503944,2,12
can tell,-1.414019924503944,2,12
safe but,-1.414019924503944,2,12
learning,-1.414019924503944,2,12
formula,-1.414019924503944,2,12
the studies,-1.446368587290194,1,10
claimed,-1.446368587290194,1,10
concern,-1.446368587290194,1,10
that valid,-1.446368587290194,1,10
repeat,-1.446368587290194,1,10
remote,-1.446368587290194,1,10
to look,-1.446368587290194,1,10
that legally,-1.446368587290194,1,10
strict,-1.446368587290194,1,10
kind,-1.446368587290194,1,10
just marketing,-1.446368587290194,1,10
might be,-1.446368587290194,1,10
worse,-1.4504756828875829,8,24
i'd rather,-1.4686900838067625,9,26
credit,-1.475043154392968,22,47
universal,-1.4853597066764015,4,17
quote,-1.4853597066764015,4,17
expense,-1.4894747782127242,3,15
diagnostic,-1.4894747782127242,3,15
measure,-1.4894747782127242,3,15
against,-1.4894747782127242,3,15
blog says,-1.4913801169028504,43,78
just the,-1.505132986383059,2,13
name the,-1.505132986383059,2,13
lab,-1.505132986383059,2,13
reasonable,-1.505132986383059,2,13
human,-1.505132986383059,2,13
for the,-1.505946496414521,60,102
works better,-1.5226487035020804,8,25
should do,-1.538490129461482,9,27
life so,-1.5399174968567009,1,11
the effect,-1.5399174968567009,1,11
guess,-1.5399174968567009,1,11
red flag,-1.5399174968567009,1,11
technical,-1.5399174968567009,1,11
harm,-1.5399174968567009,1,11
true is,-1.5399174968567009,1,11
that rule,-1.5399174968567009,1,11
plausible,-1.5399174968567009,1,11
flag,-1.5399174968567009,1,11
discuss,-1.5399174968567009,1,11
disease is,-1.5399174968567009,1,11
is outdated,-1.566329906709376,4,18
that from,-1.566671194688582,5,20
word,-1.566671194688582,5,20
good i'll,-1.570616779522072,14,36
them so,-1.5721432767427561,6,22
sales,-1.5734627174077915,3,16
degradation,-1.5734627174077915,3,16
who,-1.5918944765655485,15,38
is an,-1.5919261085353449,2,14
on this,-1.5919261085353449,2,14
friend's,-1.5919261085353449,2,14
monitor,-1.5919261085353449,2,14
happens,-1.5919261085353449,2,14
strength,-1.5919261085353449,2,14
size,-1.5923653128333117,12,33
rates,-1.5929739161847385,8,26
tested,-1.5929739161847385,8,26
or the,-1.6115807632447605,13,35
limits,-1.6285080400508916,1,12
actual study,-1.6285080400508916,1,12
ask the,-1.6285080400508916,1,12
my area,-1.6285080400508916,1,12
percentage,-1.6285080400508916,1,12
you get,-1.6285080400508916,1,12
repeating,-1.6285080400508916,1,12
know it's,-1.6285080400508916,1,12
damage is,-1.6285080400508916,1,12
published,-1.6285080400508916,1,12
if there's,-1.6285080400508916,1,12
if they,-1.6422051144749226,5,21
the risk,-1.6444413581358983,4,19
model,-1.6452100818689632,6,23
which is,-1.6452100818689632,6,23
one label,-1.6519947312413192,7,25
quality,-1.6519947312413192,7,25
should use,-1.6519947312413192,7,25
that still,-1.6519947312413192,7,25
area,-1.654152267679913,3,17
help me,-1.654152267679913,3,17
timing,-1.654152267679913,3,17
forum,-1.6648272200027052,62,109
doesn't,-1.6712003709622008,30,63
i'll ask,-1.673223689643833,9,29
specifically,-1.6749174611156523,2,15
by is,-1.6749174611156523,2,15
that real,-1.6771784045584233,19,46
site,-1.6771784045584233,19,46
that accurate,-1.691024200241038,17,43
sure,-1.6942243508828705,35,71
is this,-1.696204114019978,0,10
look it,-1.696204114019978,0,10
estimate,-1.696204114019978,0,10
work is,-1.696204114019978,0,10
false what,-1.696204114019978,0,10
too broad,-1.696204114019978,0,10
measuring,-1.696204114019978,0,10
do they,-1.696204114019978,0,10
need something,-1.696204114019978,0,10
skeptical,-1.696204114019978,0,10
pitch,-1.696204114019978,0,10
overblown,-1.696204114019978,0,10
there specific,-1.696204114019978,0,10
puffiness is,-1.696204114019978,0,10
broad,-1.696204114019978,0,10
authority,-1.696204114019978,0,10
it where,-1.696204114019978,0,10
before deciding,-1.696204114019978,0,10
it want,-1.696204114019978,0,10
check labels,-1.696204114019978,0,10
help but,-1.696204114019978,0,10
historical,-1.696204114019978,0,10
calculate,-1.696204114019978,0,10
decide,-1.696204114019978,0,10
should treat,-1.696204114019978,0,10
would find,-1.696204114019978,0,10
may be,-1.696204114019978,0,10
unnecessary work,-1.696204114019978,0,10
review on,-1.696204114019978,0,10
right where,-1.696204114019978,0,10
right what,-1.696204114019978,0,10
instead of,-1.6983534119603192,20,48
help,-1.6989583226173604,27,59
you know,-1.7128249724860765,1,13
plastics,-1.7128249724860765,1,13
performance,-1.7128249724860765,1,13
where do,-1.7128249724860765,1,13
on how,-1.7128249724860765,1,13
wording,-1.7128249724860765,1,13
why does,-1.7128249724860765,1,13
tracking,-1.7128249724860765,1,13
reports,-1.7128249724860765,1,13
temperature,-1.7162416534278955,6,24
says you,-1.716628123156045,66,116
rules,-1.7199444840090172,4,20
scientific,-1.7199444840090172,4,20
instead,-1.726804813360591,44,85
condition,-1.7318688991691855,3,18
chemical,-1.7318688991691855,3,18
does it,-1.7318688991691855,3,18
practice,-1.7498557135819073,10,32
food,-1.7529595386725298,61,110
the fda,-1.7545334559408186,2,16
levels,-1.7545334559408186,2,16
health,-1.7631281149895428,40,80
way to,-1.765609576269923,18,46
so it's,-1.772880751073636,120,191
accurate what,-1.779001828333779,0,11
that tested,-1.779001828333779,0,11
that shows,-1.779001828333779,0,11
show the,-1.779001828333779,0,11
independent testing,-1.779001828333779,0,11
review and,-1.779001828333779,0,11
that review,-1.779001828333779,0,11
university,-1.779001828333779,0,11
unnecessary changes,-1.779001828333779,0,11
research where,-1.779001828333779,0,11
regulatory,-1.779001828333779,0,11
outcomes,-1.779001828333779,0,11
that don't,-1.779001828333779,0,11
food science,-1.779001828333779,0,11
deciding,-1.779001828333779,0,11
second opinion,-1.779001828333779,0,11
there controlled,-1.779001828333779,0,11
publication,-1.779001828333779,0,11
randomized,-1.779001828333779,0,11
there source,-1.779001828333779,0,11
not follow,-1.779001828333779,0,11
rule where,-1.779001828333779,0,11
my policy,-1.779001828333779,0,11
my specific,-1.779001828333779,0,11
what studies,-1.779001828333779,0,11
that come,-1.779001828333779,0,11
dermatology,-1.779001828333779,0,11
to battery,-1.779001828333779,0,11
get second,-1.779001828333779,0,11
statement so,-1.779001828333779,0,11
i'll compare,-1.779001828333779,0,11
any scientific,-1.779001828333779,0,11
so one,-1.7881611420772352,7,27
modern,-1.7913062431040574,13,38
sources,-1.793412226036769,1,14
true or,-1.793412226036769,1,14
legitimate,-1.793412226036769,1,14
number come,-1.793412226036769,1,14
read it,-1.793412226036769,1,14
physics,-1.793412226036769,1,14
maintenance,-1.7939504882763213,8,29
that safe,-1.8020566347148206,9,31
changing,-1.8068905511205324,3,19
that how,-1.8119714870488184,10,33
any science,-1.8311294062009082,2,17
to study,-1.8311294062009082,2,17
can see,-1.8311294062009082,2,17
rule,-1.8450940712213912,90,153
paper,-1.85274295824566,6,26
rely on,-1.8554370825963542,17,46
shows,-1.857925371778755,8,30
right can,-1.8581151079201026,0,12
evidence where,-1.8581151079201026,0,12
works what,-1.8581151079201026,0,12
intervals,-1.8581151079201026,0,12
analysis,-1.8581151079201026,0,12
unnecessary oil,-1.8581151079201026,0,12
treat it,-1.8581151079201026,0,12
anecdotal,-1.8581151079201026,0,12
is oversimplified,-1.8581151079201026,0,12
is overstated,-1.8581151079201026,0,12
supporting that,-1.8581151079201026,0,12
official guidance,-1.8581151079201026,0,12
supporting,-1.8581151079201026,0,12
this want,-1.8581151079201026,0,12
before paying,-1.8581151079201026,0,12
just an,-1.8581151079201026,0,12
can look,-1.8581151079201026,0,12
the blanket,-1.8581151079201026,0,12
measurement,-1.8581151079201026,0,12
not rely,-1.8581151079201026,0,12
clinical evidence,-1.8581151079201026,0,12
data showing,-1.8581151079201026,0,12
check for,-1.8581151079201026,0,12
studies want,-1.8581151079201026,0,12
safer is,-1.8581151079201026,0,12
rule come,-1.8581151079201026,0,12
exaggerated i'll,-1.8581151079201026,0,12
document,-1.8581151079201026,0,12
an actual,-1.8581151079201026,0,12
do to,-1.8581151079201026,0,12
the cochrane,-1.8581151079201026,0,12
did you,-1.8581151079201026,0,12
an official,-1.8707097720693886,1,15
consider,-1.8707097720693886,1,15
check that,-1.8707097720693886,1,15
may,-1.8707097720693886,1,15
long-term,-1.8707097720693886,1,15
their,-1.8725353790704569,58,109
is just,-1.8728772429699645,10,34
damage,-1.8918723432260416,22,55
can just,-1.8939558943138146,12,38
risk,-1.9027563276228943,30,68
seems,-1.9184511052300957,6,27
rely,-1.9245642531537388,18,49
changes,-1.932589845134246,15,44
seen,-1.9328533104889318,4,23
find that,-1.9339961591797654,0,13
multiple cold,-1.9339961591797654,0,13
and what,-1.9339961591797654,0,13
accurate can,-1.9339961591797654,0,13
standard for,-1.9339961591797654,0,13
and whether,-1.9339961591797654,0,13
me source,-1.9339961591797654,0,13
and check,-1.9339961591797654,0,13
methodology,-1.9339961591797654,0,13
might help,-1.9339961591797654,0,13
actually helps,-1.9339961591797654,0,13
upsell,-1.9339961591797654,0,13
have source,-1.9339961591797654,0,13
what specific,-1.9339961591797654,0,13
citation,-1.9339961591797654,0,13
to confirm,-1.9339961591797654,0,13
from i'd,-1.9339961591797654,0,13
combining multiple,-1.9339961591797654,0,13
confirm that,-1.9339961591797654,0,13
statute,-1.9339961591797654,0,13
blanket claim,-1.9339961591797654,0,13
best are,-1.9339961591797654,0,13
how would,-1.9339961591797654,0,13
supports that,-1.9339961591797654,0,13
is unsupported,-1.9339961591797654,0,13
there clinical,-1.9339961591797654,0,13
independent tests,-1.9339961591797654,0,13
actual data,-1.9339961591797654,0,13
cdc,-1.9450790713132824,1,16
show my,-1.9450790713132824,1,16
chemistry,-1.9450790713132824,1,16
explanation,-1.9450790713132824,1,16
the difference,-1.9450790713132824,1,16
actual research,-1.9450790713132824,1,16
dental,-1.9497742730605456,3,21
law,-1.9511392144723314,12,39
accurate,-1.9535224367525739,37,80
if the,-1.9733372145141725,52,103
panic,-1.976413972061296,2,19
don't,-1.9821236880528774,102,174
on any,-1.9886099525735472,5,26
official source,-2.007011627680344,0,14
that supports,-2.007011627680344,0,14
relying,-2.007011627680344,0,14
sample,-2.007011627680344,0,14
i'll treat,-2.007011627680344,0,14
study and,-2.007011627680344,0,14
the current,-2.007011627680344,0,14
what evidence,-2.007011627680344,0,14
not supported,-2.007011627680344,0,14
from can,-2.007011627680344,0,14
there data,-2.007011627680344,0,14
relying on,-2.007011627680344,0,14
guidance so,-2.007011627680344,0,14
of those,-2.007011627680344,0,14
you find,-2.007011627680344,0,14
works best,-2.007011627680344,0,14
to any,-2.007011627680344,0,14
what if,-2.007011627680344,0,14
or study,-2.007011627680344,0,14
local,-2.007379019094388,12,40
one of,-2.0168211179594246,1,17
compresses,-2.0168211179594246,1,17
car,-2.029445444154474,73,135
says their,-2.0443668116475022,9,35
by,-2.05710609083304,142,231
report,-2.0714783773944743,13,43
unsupported,-2.0774636805857325,0,15
clinical trials,-2.0774636805857325,0,15
best is,-2.0774636805857325,0,15
find study,-2.0774636805857325,0,15
advice want,-2.0774636805857325,0,15
source from,-2.0774636805857325,0,15
summary,-2.0774636805857325,0,15
where would,-2.0774636805857325,0,15
to source,-2.0774636805857325,0,15
review want,-2.0774636805857325,0,15
cold compresses,-2.0774636805857325,0,15
compresses so,-2.0774636805857325,0,15
do verify,-2.0774636805857325,0,15
that which,-2.0774636805857325,0,15
reference,-2.0774636805857325,0,15
i'll pull,-2.0774636805857325,0,15
true how,-2.0774636805857325,0,15
oversimplified,-2.0774636805857325,0,15
thank,-2.0774636805857325,0,15
thank you,-2.0774636805857325,0,15
supports,-2.086189532134595,1,18
that just,-2.086189532134595,1,18
outdated,-2.1066087029205636,6,30
i've seen,-2.112679810792488,2,21
see if,-2.1151143306580313,5,28
i'll look,-2.1237976914900276,30,73
you have,-2.1249406454044557,13,44
exact,-2.133048412125706,22,60
that seems,-2.145604846040845,0,16
actually say,-2.145604846040845,0,16
any study,-2.145604846040845,0,16
versus,-2.145604846040845,0,16
you help,-2.145604846040845,0,16
that standard,-2.145604846040845,0,16
explain the,-2.145604846040845,0,16
name one,-2.145604846040845,0,16
required is,-2.145604846040845,0,16
overstated,-2.145604846040845,0,16
there standard,-2.145604846040845,0,16
basis for,-2.145604846040845,0,16
evidence is,-2.145604846040845,0,16
standards,-2.145604846040845,0,16
say where,-2.145604846040845,0,16
but won't,-2.145604846040845,0,16
but isn't,-2.145604846040845,0,16
which studies,-2.145604846040845,0,16
check if,-2.145604846040845,0,16
actually works,-2.145604846040845,0,16
association,-2.145604846040845,0,16
absolute,-2.1534002539428942,1,19
methods,-2.1534002539428942,1,19
ask for,-2.1586124522165386,8,35
effect,-2.158807226373497,9,37
to check,-2.170807281953683,12,43
type,-2.17789042189856,2,22
to an,-2.2116487305522408,0,17
that or,-2.2116487305522408,0,17
cite study,-2.2116487305522408,0,17
manual and,-2.2116487305522408,0,17
spec,-2.2116487305522408,0,17
so not,-2.2116487305522408,0,17
understand the,-2.2116487305522408,0,17
consumer,-2.2116487305522408,0,17
combining them,-2.2116487305522408,0,17
systematic review,-2.2116487305522408,0,17
source that,-2.2116487305522408,0,17
from want,-2.2116487305522408,0,17
says that,-2.218638850810884,1,20
it might,-2.218638850810884,1,20
you must,-2.22459807659972,18,55
extension,-2.241352427370281,2,23
guide,-2.26930371985782,9,39
manufacturers,-2.275777932983959,0,18
better are,-2.275777932983959,0,18
compared to,-2.275777932983959,0,18
actually do,-2.275777932983959,0,18
accurate where,-2.275777932983959,0,18
to rely,-2.2820661141504965,1,21
idea,-2.2820661141504965,1,21
compared,-2.2820661141504965,1,21
showing that,-2.2820661141504965,1,21
necessary,-2.3019689101534895,16,53
to verify,-2.30319346978506,2,24
number,-2.3034694872372525,50,109
shouldn't,-2.3240685973204314,11,44
reliable,-2.3312340318601894,13,48
real,-2.3312801760010418,66,134
range,-2.33325048032352,3,27
to food,-2.3381500024955444,0,19
the epa,-2.3381500024955444,0,19
is misleading,-2.3381500024955444,0,19
systematic,-2.3381500024955444,0,19
veterinary,-2.3381500024955444,0,19
general,-2.3381500024955444,0,19
are you,-2.3381500024955444,0,19
survey,-2.3381500024955444,0,19
of,-2.3384562625740895,358,526
could,-2.339537991340875,6,34
what about,-2.343822407363797,1,22
the original,-2.343822407363797,1,22
should follow,-2.343822407363797,1,22
wrong,-2.3495999400488676,28,75
to specific,-2.363526810375724,2,25
fda,-2.363526810375724,2,25
difference,-2.3918803883278095,3,28
peer-reviewed,-2.39890200074923,0,20
research say,-2.39890200074923,0,20
manufacturer's,-2.39890200074923,0,20
science behind,-2.39890200074923,0,20
consensus,-2.39890200074923,0,20
that claim,-2.39890200074923,0,20
mechanism,-2.39890200074923,0,20
industry,-2.4040310874161217,1,23
use one,-2.42574400237679,4,31
page,-2.4390737626012866,15,54
there evidence,-2.4492501822861446,3,29
care,-2.4492501822861446,3,29
any independent,-2.4581540483559543,0,21
from so,-2.4581540483559543,0,21
you explain,-2.4581540483559543,0,21
cochrane review,-2.4581540483559543,0,21
is actually,-2.4581540483559543,0,21
the study,-2.4581540483559543,0,21
study can,-2.4581540483559543,0,21
clinical trial,-2.462801228836636,1,24
should ask,-2.462801228836636,1,24
the extra,-2.463189168063477,5,34
that necessary,-2.463189168063477,5,34
like,-2.4634115652275588,39,96
are,-2.4690813339260234,219,352
of that,-2.480063905377488,2,27
medical,-2.4814877924766483,4,32
isn't,-2.4819741670326065,14,53
that if,-2.4923260420116247,7,39
know the,-2.5054334520624786,3,30
than,-2.5117935266337676,83,165
should check,-2.5160121190141456,0,22
there way,-2.5160121190141456,0,22
true what,-2.5160121190141456,0,22
verify the,-2.5160121190141456,0,22
before buying,-2.5160121190141456,0,22
guidance on,-2.5160121190141456,0,22
what are,-2.5160121190141456,0,22
misleading,-2.5160121190141456,0,22
study so,-2.5202298153933493,1,25
the research,-2.5202298153933493,1,25
proper,-2.5202298153933493,1,25
that number,-2.536165220969632,4,33
marketing,-2.5442975392198854,7,40
sure i'm,-2.5725702676576705,0,23
epa,-2.5725702676576705,0,23
that advice,-2.5725702676576705,0,23
backed,-2.5738664709267653,11,49
the exact,-2.576133851999019,10,47
backed by,-2.580270452821724,9,45
so can,-2.5853155399322363,27,79
worth the,-2.5898312697977004,4,34
that backed,-2.595447865020446,7,41
explain,-2.6145023272822785,3,32
hours works,-2.627912426734433,0,24
about multiple,-2.627912426734433,0,24
trials,-2.627912426734433,0,24
cochrane,-2.627912426734433,0,24
study that,-2.627912426734433,0,24
why,-2.629556129582347,23,73
comparison,-2.631400166768979,1,27
measured,-2.631400166768979,1,27
original,-2.631400166768979,1,27
to read,-2.631400166768979,1,27
agency,-2.631400166768979,1,27
safety source,-2.682113868719738,0,25
evidence can,-2.682113868719738,0,25
the source,-2.682113868719738,0,25
better is,-2.682113868719738,0,25
any actual,-2.6852899311691565,1,28
you tell,-2.6852899311691565,1,28
not the,-2.694327738203266,4,36
combining,-2.6988602339142447,2,31
effort,-2.6988602339142447,2,31
policy,-2.719918454655088,10,50
figure come,-2.735242407671137,0,26
where did,-2.735242407671137,0,26
opinion,-2.735242407671137,0,26
study want,-2.735242407671137,0,26
is exaggerated,-2.735242407671137,0,26
to understand,-2.735242407671137,0,26
check my,-2.738136349423254,1,29
food safety,-2.738136349423254,1,29
confirm,-2.7707034494246274,3,35
was very,-2.7707034494246274,3,35
ask,-2.780807397901892,21,73
can read,-2.787359394574479,0,27
advice is,-2.787359394574479,0,27
that study,-2.787359394574479,0,27
say can,-2.787359394574479,0,27
should look,-2.787359394574479,0,27
actual evidence,-2.78999715720249,1,30
if needed,-2.802148113446658,2,33
treat,-2.802148113446658,2,33
understand,-2.802148113446658,2,33
an,-2.807598771711977,212,359
worth,-2.8166973776469524,20,72
is too,-2.8209901339334333,3,36
is wrong,-2.8235029312265327,5,41
study showing,-2.8385205481526,0,28
what actually,-2.8385205481526,0,28
drive that,-2.8385205481526,0,28
meta-analysis,-2.8385205481526,0,28
actually true,-2.840001823121309,7,46
current,-2.840001823121309,7,46
guidelines,-2.8409250001808544,1,31
claims,-2.857626840706707,20,73
give,-2.8609468163721963,27,86
battery is,-2.865598590026281,9,51
figure,-2.8704565374969815,3,37
typical,-2.8887766532070778,0,29
look up,-2.8887766532070778,0,29
study comparing,-2.8887766532070778,0,29
know what,-2.8909680366841672,1,32
it just,-2.8909680366841672,1,32
i'll not,-2.8909680366841672,1,32
and maybe,-2.9191399616511617,3,38
very,-2.933116888300453,7,48
evidence-based,-2.9381741514276443,0,30
necessary but,-2.9381741514276443,0,30
to compare,-2.9381741514276443,0,30
controlled,-2.9381741514276443,0,30
is false,-2.9381741514276443,0,30
that want,-2.9381741514276443,0,30
so shouldn't,-2.9505700087262174,2,36
behind that,-2.9505700087262174,2,36
on combining,-2.986755644240134,0,31
one want,-2.986755644240134,0,31
source on,-2.986755644240134,0,31
where is,-2.986755644240134,0,31
extra effort,-2.986755644240134,0,31
false,-2.988091474347995,4,42
any clinical,-2.98857290023839,1,34
tell me,-2.98857290023839,1,34
name,-3.0152412742704198,14,65
maybe,-3.0238295562556052,7,50
say so,-3.034560323188217,0,32
recommendation,-3.034560323188217,0,32
there an,-3.034560323188217,0,32
you show,-3.034560323188217,0,32
that true,-3.0425188261967357,166,306
tests,-3.0456420689880885,2,38
might,-3.058111564695737,5,46
the manual,-3.084230884196093,6,49
says it,-3.097666305877976,29,96
behind,-3.1255202077483095,4,45
exaggerated,-3.1279811278175753,0,34
myth,-3.128463898446788,6,50
look at,-3.1293416501223312,1,37
i'll read,-3.1379257091311596,2,40
it's worth,-3.155746170841977,7,53
thought,-3.1626518132693913,10,60
do know,-3.173661677060332,0,35
there actual,-3.1748924429321175,1,38
whether,-3.1748924429321175,1,38
should not,-3.1830941181121886,2,41
standard,-3.1939926603629463,33,106
manufacturer,-3.214125818754545,4,47
to show,-3.219805262428886,1,39
testing,-3.227648307717663,2,42
do you,-3.2406320697370035,3,45
true for,-3.2575902341350007,4,48
thanks i'll,-3.2631072427809795,0,37
verify that,-3.2631072427809795,0,37
multiple,-3.2641060369634047,1,40
the official,-3.271612233328358,2,43
that so,-3.283102259989277,7,56
not just,-3.300521996483956,4,49
works are,-3.3069240709594663,0,38
basis,-3.3150083548136813,2,44
supported by,-3.3150083548136813,2,44
says,-3.3446026203121706,1014,1430
show me,-3.350168635668752,0,39
cite the,-3.350168635668752,0,39
can verify,-3.350168635668752,0,39
those,-3.3805646916939947,13,72
read the,-3.4114114878477677,3,49
me the,-3.417652438139575,9,64
blanket,-3.4350271425237655,0,41
specific study,-3.4350271425237655,0,41
to,-3.436123612954668,1479,2015
something,-3.470690026603195,8,63
true,-3.47250743496804,230,418
any data,-3.476680885013105,0,42
from is,-3.476680885013105,0,42
is not,-3.4845807286236723,5,56
to avoid,-3.5035462628479928,24,98
safe is,-3.507799258523941,4,54
study or,-3.517842183229003,0,43
before,-3.555549693414427,111,247
vs,-3.558528125454479,0,44
that where,-3.558528125454479,0,44
you name,-3.5990918552421447,1,48
that supported,-3.604507913583182,2,51
would,-3.6359317211197664,10,72
manual so,-3.638537541118679,0,46
to car,-3.638537541118679,0,46
guideline,-3.638537541118679,0,46
but not,-3.6778906540673466,0,47
science,-3.7001470787185666,15,85
true but,-3.716827818516826,0,48
rather than,-3.716827818516826,0,48
car manual,-3.716827818516826,0,48
unnecessary,-3.718843174285701,5,62
show,-3.7401472008350662,26,109
should,-3.7869035765730277,302,537
research on,-3.7935053978621265,0,50
the evidence,-3.7935714574490653,1,53
there study,-3.7935714574490653,1,53
rather,-3.7960057534690526,9,74
that based,-3.798068152835229,2,56
i'd,-3.8213200627894186,13,84
what should,-3.8309618675395596,5,65
packaging source,-3.8312697641519304,0,51
like to,-3.8312906149166395,1,54
how can,-3.868666172248865,0,52
can check,-3.909685566939667,2,59
you give,-3.9422965584533807,1,57
evidence that,-3.9422965584533807,1,57
i'd like,-3.9423968952184616,0,54
test,-3.9436624022571065,36,135
to packaging,-3.9787508919468113,0,55
it's not,-4.003645507607682,12,87
is it,-4.006225683281147,7,75
trial,-4.014605725393464,1,59
avoid unnecessary,-4.014776355643314,0,56
the specific,-4.014776355643314,0,56
independent,-4.050279027513549,1,60
packaging,-4.05048205236477,0,57
say about,-4.05048205236477,0,57
look,-4.089518213706142,35,138
advice,-4.107542138602916,15,97
compare,-4.120967317686497,0,59
statement,-4.120967317686497,0,59
comparing,-4.120967317686497,0,59
or just,-4.1240025531298885,2,65
source for,-4.1902695607500124,0,61
what is,-4.193041833392032,2,67
read,-4.218592688550271,42,156
study on,-4.224153553496344,1,65
what do,-4.224153553496344,1,65
give me,-4.224495282183484,0,62
on that,-4.226679503921632,8,84
be sure,-4.2580810990263025,1,66
clinical,-4.266655842681548,3,72
that actually,-4.268813154099368,19,111
me,-4.269895802579303,204,423
safety,-4.277364531806973,7,83
about,-4.297140809818395,66,203
the claim,-4.3251420230766335,1,68
or is,-4.3251420230766335,1,68
review,-4.343944604585066,11,95
so should,-4.388546248750439,53,183
does that,-4.425440815603587,12,100
showing,-4.431324783832039,3,77
check the,-4.515466385133967,8,93
that can,-4.5521203460158866,1,75
supported,-4.682999059880623,3,85
she says,-4.689100004669748,4,88
true where,-4.738679418464753,0,78
thanks,-4.756676946066155,12,111
any studies,-4.768980134071123,0,79
data on,-4.768980134071123,0,79
from,-4.769899660563925,149,364
official,-4.825595522972834,6,98
if it's,-4.893911837003999,7,103
for,-4.922939891982828,689,1152
see the,-4.927263661355377,4,96
which,-4.928712486206774,24,145
don't want,-5.001854626246396,9,112
how do,-5.004804485927954,0,87
that what,-5.004804485927954,0,87
come,-5.058653355696393,15,129
guidance,-5.090431125685835,0,90
verify,-5.12219891681698,3,100
studies on,-5.146726680489717,0,92
what's the,-5.175091188492312,2,99
me to,-5.179017406370579,19,143
i'll check,-5.257962996690249,7,116
manual,-5.313974271480461,16,141
you cite,-5.3391038940954765,0,99
for that,-5.407452810882277,52,223
what's,-5.463327428992883,6,121
based,-5.47986738564879,15,145
based on,-5.542848047445875,14,145
if,-5.550169325220933,288,628
where does,-5.575941135909033,1,111
cite,-5.627385736463536,1,113
point me,-5.829464317585926,0,118
are there,-5.854139484122132,0,119
source so,-5.975993701891117,0,124
know if,-5.975993701891117,0,124
say,-5.9940804901206635,30,202
come from,-5.999243130359697,1,128
find the,-6.000068875140379,0,125
see,-6.071096365022072,32,210
what does,-6.095422967807197,0,129
true can,-6.165975287632768,0,132
any evidence,-6.169322505332305,4,144
to see,-6.233699866311043,8,158
on,-6.25690581355223,484,975
you,-6.328099893339064,656,1231
does the,-6.462849547022012,0,145
evidence for,-6.574496067704276,9,176
to know,-6.580240179677278,13,187
specific,-6.6799855455821815,12,189
research,-6.703777085752311,9,182
what,-6.763824771464303,288,712
know,-6.8619444312257585,36,257
claim is,-7.080614626930731,0,174
studies,-7.170546790114935,7,199
the actual,-7.180913436052389,2,185
check,-7.20704519109314,43,291
data,-7.208234254116002,11,212
how,-7.409074505637994,32,276
does,-8.111077917634343,41,337
can find,-8.282404723777013,2,244
so the,-8.366678286595347,89,460
actually,-8.703393471091575,29,343
claim,-8.799024280689816,18,320
find,-8.89533877222856,14,315
point to,-9.193083506606357,0,293
not,-9.221148309254769,116,575
actual,-9.382142512514386,7,326
where can,-9.638549004815745,0,322
is that,-9.794555443184345,412,1170
or,-9.85723766924026,86,556
